customer_id,age,gender,income,years_member
4665,27,M,74000,4
4666,55,M,50000,4
4667,28,M,31000,4
4668,77,M,32000,5
4669,24,M,38000,4
4670,52,M,43000,5
4671,56,M,80000,5
4672,43,F,67000,7
4673,48,F,72000,4
4674,59,M,105000,5
4675,59,M,57000,4
4676,64,M,75000,8
4677,65,M,50000,5
4678,36,F,92000,6
4679,54,M,70000,4
4680,72,F,49000,4
4681,73,M,85000,5
4682,43,M,100000,6
4683,39,M,96000,5
4684,33,M,44000,4
4685,51,M,75000,6
4686,80,F,77000,8
4688,25,F,67000,5
4689,48,F,64000,7
4691,45,F,49000,5
4692,51,M,77000,5
4693,56,M,60000,4
4694,35,F,40000,7
4695,83,F,73000,4
4696,70,M,114000,7
4697,71,M,93000,5
4698,35,M,40000,5
4699,30,M,56000,4
4700,29,M,51000,4
4701,63,M,60000,5
4702,43,M,79000,9
4704,43,F,58000,7
4705,53,F,34000,5
4706,57,F,54000,6
4707,71,M,94000,5
4708,59,F,58000,8
4709,62,M,60000,5
4710,36,F,57000,6
4711,67,M,79000,5
4712,54,M,70000,4
4714,46,F,73000,4
4715,91,M,89000,6
4716,78,F,67000,5
4718,59,F,44000,6
4719,46,M,58000,5
4721,42,M,64000,4
4722,72,F,81000,5
4723,40,F,96000,6
4724,51,M,49000,4
4725,76,F,64000,9
4726,69,M,105000,6
4727,34,F,33000,6
4728,25,M,54000,5
4729,83,M,63000,7
4730,41,M,58000,6
4731,50,M,58000,8
4732,51,M,36000,5
4734,30,M,45000,4
4735,53,M,64000,5
4736,67,M,74000,6
4737,60,M,64000,4
4738,70,F,82000,9
4739,51,F,101000,5
4740,40,M,59000,4
4741,51,M,66000,7
4742,95,F,81000,5
4743,52,M,31000,5
4744,74,F,71000,5
4745,60,F,71000,4
4746,89,F,47000,5
4748,18,M,41000,5
4749,59,M,67000,5
4750,66,M,45000,4
4751,50,F,82000,6
4752,56,F,72000,4
4753,67,M,35000,6
4754,55,M,85000,7
4755,31,M,44000,8
4756,80,F,83000,6
4757,56,F,62000,6
4758,43,M,52000,7
4759,61,M,59000,5
4760,76,F,33000,6
4761,53,F,98000,4
4762,44,M,35000,4
4763,61,M,33000,4
4765,61,M,53000,6
4766,36,M,66000,4
4767,84,F,88000,5
4769,50,M,113000,5
4770,25,F,34000,4
4771,77,F,71000,5
4772,67,M,41000,4
4774,44,M,31000,5
4775,60,F,69000,5
4777,81,M,62000,4
4778,76,M,40000,5
4779,87,M,38000,9
4781,80,M,55000,9
4783,28,F,34000,6
4784,65,F,75000,6
4785,33,M,50000,5
4786,44,M,55000,7
4787,67,F,94000,7
4788,53,F,84000,5
4790,83,F,61000,4
4791,57,F,61000,4
4792,87,M,42000,4
4793,63,F,76000,5
4794,57,M,52000,4
4795,64,M,95000,7
4796,53,M,62000,4
4797,45,M,58000,6
4800,41,M,87000,7
4801,60,F,118000,5
4802,56,O,60000,5
4803,66,M,79000,4
4804,42,F,61000,4
4806,57,M,65000,4
4807,50,M,111000,5
4810,83,F,64000,5
4811,64,F,70000,4
4812,86,M,62000,5
4813,43,F,39000,4
4814,81,M,85000,6
4815,52,M,99000,4
4816,44,F,76000,4
4817,30,F,69000,4
4818,50,M,56000,4
4819,55,F,91000,6
4820,41,M,55000,8
4821,34,F,63000,5
4822,53,F,90000,7
4824,65,F,93000,4
4826,74,F,91000,6
4827,66,M,72000,5
4828,42,F,71000,7
4829,88,F,89000,5
4830,22,F,57000,5
4831,63,M,71000,5
4832,67,F,82000,6
4833,56,F,60000,5
4834,71,M,62000,5
4835,76,M,54000,8
4836,60,F,91000,4
4837,52,F,92000,7
4838,58,O,78000,7
4839,43,F,60000,5
4840,77,M,79000,4
4841,65,M,68000,4
4842,56,M,68000,5
4843,69,M,75000,7
4844,34,F,62000,5
4845,27,M,70000,4
4847,34,F,52000,5
4848,80,F,100000,5
4849,63,M,74000,4
4850,42,F,33000,5
4852,56,M,54000,4
4853,62,M,31000,4
4854,70,M,36000,4
4855,58,M,100000,7
4857,29,M,53000,6
4858,88,F,51000,6
4859,72,F,104000,7
4860,54,M,74000,5
4861,64,M,74000,5
4862,84,M,64000,7
4863,23,M,71000,8
4864,63,M,62000,5
4865,65,F,52000,5
4866,37,M,44000,5
4868,29,M,40000,5
4869,77,M,77000,9
4870,52,M,81000,5
4871,65,M,71000,5
4873,36,M,38000,4
4874,44,M,64000,5
4875,61,F,113000,4
4876,70,O,34000,5
4877,53,F,41000,7
4878,49,M,65000,5
4879,21,F,36000,4
4880,63,F,76000,6
4881,52,M,100000,6
4882,51,F,88000,5
4883,53,M,53000,9
4884,40,M,49000,5
4886,26,M,65000,4
4887,67,M,88000,6
4888,53,F,53000,6
4889,30,M,42000,5
4890,79,M,78000,5
4891,44,M,55000,4
4892,67,M,72000,5
4893,42,M,32000,5
4894,27,M,40000,6
4895,83,M,54000,4
4896,48,M,98000,7
4897,52,F,81000,5
4898,48,M,69000,5
4899,37,M,59000,5
4900,41,M,50000,6
4901,36,M,54000,5
4902,72,M,65000,4
4903,66,F,79000,6
4904,59,M,74000,5
4905,54,M,70000,6
4906,41,M,34000,7
4907,83,F,73000,7
4908,80,F,58000,5
4909,72,M,64000,6
4910,21,M,35000,4
4911,52,F,85000,5
4912,65,M,87000,7
4913,60,M,33000,6
4915,49,M,53000,6
4916,51,F,56000,6
4917,57,F,110000,6
4918,65,F,75000,6
4919,65,F,65000,6
4920,49,F,73000,4
4921,61,M,41000,5
4922,51,M,54000,9
4924,38,F,48000,4
4925,75,M,61000,4
4926,73,M,45000,9
4927,55,M,69000,4
4928,67,M,91000,5
4929,57,F,84000,5
4930,26,M,69000,4
4931,61,M,65000,6
4932,28,M,48000,4
4933,50,F,65000,5
4934,38,F,38000,7
4935,24,M,39000,5
4936,29,F,33000,6
4937,90,F,78000,7
4938,85,F,88000,6
4939,43,F,79000,5
4940,64,M,88000,5
4942,38,M,96000,5
4943,48,F,45000,5
4944,57,O,91000,5
4945,63,M,60000,4
4946,63,F,92000,7
4947,56,M,63000,6
4948,70,M,51000,5
4949,32,M,40000,5
4950,80,M,112000,4
4951,87,F,83000,5
4952,55,M,58000,7
4953,25,M,73000,4
4955,62,M,64000,4
4956,53,F,46000,5
4958,19,M,44000,5
4959,47,F,42000,5
4960,58,M,78000,4
4961,54,M,45000,5
4962,60,M,52000,6
4963,83,M,60000,5
4964,82,F,65000,5
4965,49,M,41000,4
4966,49,M,68000,4
4967,73,M,57000,6
4969,50,F,87000,4
4970,32,F,48000,7
4971,52,F,64000,6
4973,45,F,42000,4
4974,85,F,90000,5
4975,73,M,38000,4
4976,20,F,64000,6
4977,22,M,53000,5
4978,43,F,68000,6
4979,67,F,56000,5
4980,70,F,81000,6
4981,72,F,74000,5
4982,44,F,42000,6
4985,47,M,70000,7
4986,75,F,99000,5
4987,27,M,55000,5
4988,66,F,99000,6
4989,38,M,35000,4
4990,89,M,119000,6
4991,73,F,56000,8
4992,22,F,32000,4
4993,90,F,66000,5
4994,29,M,44000,7
4995,51,F,92000,7
4998,76,M,34000,5
4999,46,F,70000,6
5000,53,F,91000,4
5001,67,F,85000,5
5002,53,F,74000,5
5003,71,M,73000,5
5004,35,M,53000,4
5005,64,M,63000,5
5006,95,F,41000,4
5007,65,M,57000,5
5008,78,M,64000,8
5009,49,M,33000,8
5010,54,M,75000,5
5011,67,M,97000,9
5012,62,F,43000,5
5013,35,M,61000,5
5014,73,F,55000,7
5015,23,F,31000,7
5016,88,M,52000,5
5017,74,F,92000,6
5018,57,M,55000,8
5019,53,M,80000,5
5020,50,M,37000,4
5021,25,M,45000,4
5022,60,F,69000,5
5023,40,F,33000,8
5024,63,M,79000,8
5025,80,F,79000,5
5026,69,O,46000,4
5027,29,M,50000,5
5028,51,F,70000,5
5029,57,F,74000,6
5030,50,F,106000,6
5032,62,M,46000,4
5033,20,M,58000,5
5034,63,F,34000,6
5035,30,M,49000,6
5036,26,F,48000,5
5037,62,F,64000,5
5038,25,M,32000,5
5040,28,F,43000,5
5041,68,F,89000,6
5043,75,M,92000,8
5044,26,M,70000,4
5045,52,F,54000,7
5046,54,M,113000,6
5047,79,M,101000,6
5048,28,M,47000,4
5049,55,M,62000,7
5050,27,M,59000,4
5051,21,F,36000,7
5052,61,F,64000,4
5053,40,M,59000,6
5054,67,M,36000,4
5055,66,F,88000,5
5056,55,M,31000,5
5057,70,M,46000,7
5058,19,F,62000,6
5059,55,F,78000,6
5060,54,M,63000,4
5061,67,M,66000,5
5063,35,F,41000,5
5064,57,O,87000,5
5065,62,F,99000,6
5066,32,M,35000,5
5067,43,M,68000,5
5068,19,M,49000,4
5069,46,M,51000,5
5070,70,M,43000,4
5071,82,O,46000,5
5072,67,M,65000,5
5073,61,M,37000,5
5074,52,M,85000,7
5075,63,F,79000,5
5076,90,F,119000,6
5077,54,F,75000,7
5078,71,M,53000,5
5079,22,M,53000,5
5080,24,M,46000,4
5081,25,F,68000,8
5082,43,F,63000,5
5083,74,F,53000,4
5084,53,F,100000,6
5085,66,F,51000,6
5086,74,F,82000,6
5087,43,F,60000,4
5090,55,M,41000,5
5091,40,M,69000,6
5092,64,F,66000,4
5093,42,M,32000,8
5094,65,F,60000,5
5095,34,M,41000,4
5096,27,M,67000,5
5097,64,F,51000,4
5098,33,F,36000,6
5099,60,M,68000,5
5100,64,M,72000,4
5101,63,F,77000,5
5102,53,F,44000,6
5103,88,F,116000,6
5104,89,F,71000,6
5106,27,M,73000,7
5107,59,F,71000,5
5109,44,M,46000,4
5110,36,M,56000,6
5111,49,M,55000,5
5112,35,F,41000,6
5113,64,M,57000,4
5114,50,M,35000,8
5115,64,M,65000,4
5116,47,F,66000,6
5117,27,M,69000,5
5118,43,F,84000,5
5119,89,M,88000,4
5120,48,F,35000,9
5121,42,O,58000,6
5122,65,F,102000,5
5123,43,F,67000,6
5124,51,F,112000,6
5126,39,M,42000,5
5127,48,M,70000,4
5128,68,M,69000,8
5129,59,M,34000,5
5131,33,F,35000,4
5132,25,M,59000,6
5133,66,M,55000,7
5135,80,F,64000,8
5136,58,F,73000,5
5137,52,F,97000,5
5138,38,F,84000,5
5139,22,M,61000,5
5140,50,F,82000,5
5141,59,M,57000,4
5142,27,M,55000,5
5143,58,F,88000,6
5144,36,F,39000,5
5145,61,F,106000,6
5146,52,M,64000,4
5147,46,M,32000,6
5148,61,F,111000,4
5149,36,F,64000,4
5150,38,M,64000,6
5151,27,M,31000,4
5152,55,M,85000,4
5154,70,M,52000,5
5155,89,M,74000,4
5156,55,M,57000,4
5157,60,M,63000,4
5158,76,M,60000,6
5159,50,F,82000,5
5160,77,F,51000,5
5162,54,M,55000,4
5163,49,F,88000,6
5164,68,O,57000,5
5165,25,F,69000,6
5166,88,F,80000,6
5167,26,M,40000,4
5168,68,M,38000,8
5169,40,M,85000,6
5170,50,F,65000,5
5172,56,M,61000,5
5173,58,M,62000,4
5174,79,F,41000,4
5175,27,M,69000,6
5176,48,F,72000,5
5177,29,M,38000,5
5178,84,F,118000,5
5179,86,F,68000,4
5180,37,F,45000,4
5181,58,F,70000,6
5183,53,F,113000,4
5184,65,M,48000,8
5185,55,F,33000,4
5186,79,M,102000,7
5187,76,M,72000,5
5188,77,M,50000,5
5189,52,M,82000,7
5190,58,F,82000,6
5191,70,M,90000,4
5192,42,M,73000,7
5193,50,M,43000,5
5194,57,F,90000,4
5195,42,F,45000,5
5196,47,M,31000,5
5198,68,F,66000,6
5199,47,M,68000,5
5200,63,M,55000,6
5201,55,F,39000,5
5202,23,F,35000,6
5203,35,M,55000,4
5204,45,F,70000,5
5205,59,F,55000,4
5206,80,M,89000,4
5207,19,M,49000,5
5208,74,F,84000,7
5210,29,F,38000,4
5211,20,M,31000,4
5212,45,M,63000,6
5213,92,F,86000,5
5214,21,M,46000,5
5215,53,M,60000,5
5216,84,M,95000,6
5217,21,M,59000,4
5218,64,M,51000,5
5219,76,M,44000,7
5220,64,M,75000,5
5221,59,F,90000,5
5222,42,M,61000,5
5223,57,M,76000,7
5224,70,F,36000,5
5226,49,M,77000,8
5227,68,F,73000,4
5228,47,F,59000,6
5230,56,F,54000,7
5231,20,M,40000,9
5232,60,M,71000,7
5233,64,F,67000,5
5234,85,F,89000,4
5235,67,M,92000,6
5236,31,F,46000,4
5237,47,F,72000,5
5238,60,F,58000,5
5239,26,M,70000,4
5240,32,F,34000,5
5241,35,M,69000,4
5242,55,M,34000,7
5243,41,M,64000,5
5244,69,F,83000,7
5245,56,M,79000,5
5246,23,M,32000,8
5247,45,F,36000,4
5248,65,F,83000,6
5249,59,M,73000,5
5250,65,F,72000,6
5251,34,M,61000,8
5252,52,F,68000,6
5253,53,M,81000,4
5254,58,M,75000,7
5255,58,F,85000,6
5256,66,M,60000,4
5257,51,M,63000,6
5258,56,M,66000,4
5259,58,F,109000,6
5261,21,M,72000,5
5262,48,M,83000,6
5263,73,M,97000,6
5264,61,F,33000,5
5265,24,F,73000,5
5266,53,F,43000,5
5267,68,M,87000,9
5268,76,M,39000,5
5269,58,M,86000,6
5270,51,F,116000,4
5271,60,M,45000,6
5272,80,M,51000,8
5273,54,M,57000,5
5275,70,F,57000,5
5276,65,F,87000,5
5277,56,M,88000,4
5279,47,M,90000,4
5281,60,F,78000,4
5282,57,M,61000,5
5283,30,F,65000,5
5284,69,M,80000,4
5285,50,F,107000,5
5286,59,F,96000,5
5287,37,M,49000,5
5289,67,F,62000,4
5290,54,F,81000,4
5291,26,M,74000,5
5292,29,M,67000,4
5293,79,O,57000,7
5294,55,F,78000,6
5295,67,M,44000,5
5296,44,M,38000,4
5297,37,M,39000,4
5299,69,F,73000,6
5300,40,F,61000,6
5301,41,F,54000,6
5302,37,M,71000,4
5305,19,M,65000,4
5306,33,F,51000,5
5308,56,M,49000,6
5310,82,M,40000,5
5312,69,F,80000,4
5314,53,M,57000,4
5315,29,F,43000,4
5316,63,M,31000,4
5317,48,F,56000,5
5318,48,F,58000,4
5319,58,M,71000,6
5320,72,F,87000,5
5321,60,M,60000,4
5322,28,M,40000,9
5324,53,M,32000,4
5325,68,F,105000,7
5326,69,F,73000,6
5329,77,M,44000,8
5330,27,M,45000,5
5331,57,M,104000,5
5332,76,F,65000,5
5333,29,F,56000,6
5334,54,F,87000,5
5335,58,F,86000,5
5336,89,F,100000,4
5337,65,M,52000,4
5338,45,M,54000,8
5339,55,O,63000,7
5340,20,M,41000,4
5341,52,M,56000,5
5342,62,F,120000,5
5343,77,F,109000,6
5344,60,F,85000,5
5345,48,M,53000,5
5346,61,M,55000,6
5347,29,M,53000,4
5348,71,M,38000,7
5349,53,M,49000,4
5350,83,M,90000,6
5351,53,F,87000,5
5352,67,F,109000,7
5353,53,M,86000,7
5354,39,M,58000,5
5355,66,M,90000,6
5356,72,M,36000,5
5357,59,F,89000,6
5359,75,F,71000,5
5360,77,M,87000,4
5363,74,F,31000,5
5364,68,F,84000,5
5365,70,M,48000,4
5366,34,M,68000,5
5367,59,M,64000,6
5368,58,M,57000,7
5370,53,F,73000,4
5371,36,F,31000,8
5372,48,M,60000,6
5373,71,M,119000,4
5375,73,M,93000,8
5376,45,M,35000,5
5377,61,F,58000,6
5378,84,F,64000,6
5381,48,M,40000,5
5382,62,M,65000,7
5383,54,F,85000,4
5384,34,M,55000,6
5385,41,M,36000,5
5386,64,F,108000,4
5387,62,F,59000,5
5388,87,M,33000,4
5389,35,F,33000,5
5390,66,F,59000,4
5391,34,F,54000,6
5392,32,F,70000,4
5393,55,M,70000,7
5394,70,F,31000,8
5395,58,M,60000,6
5396,43,F,70000,5
5397,41,M,35000,5
5398,73,M,71000,5
5399,61,O,98000,6
5400,74,F,39000,6
5401,58,F,68000,5
5402,80,F,38000,7
5403,47,M,74000,4
5404,60,F,92000,5
5405,33,F,51000,5
5406,52,F,41000,4
5408,54,M,119000,5
5409,44,M,73000,5
5410,39,M,39000,5
5411,27,F,33000,5
5412,75,F,86000,7
5413,77,F,105000,5
5414,33,F,46000,4
5415,69,F,112000,7
5416,34,F,58000,5
5417,51,F,72000,6
5419,63,M,46000,8
5420,47,M,50000,5
5421,34,M,44000,5
5422,33,M,46000,5
5423,47,M,54000,5
5425,77,F,74000,4
5428,62,M,41000,4
5429,51,M,114000,7
5431,25,F,48000,7
5432,65,M,36000,5
5433,49,M,68000,8
5434,80,F,52000,5
5435,76,M,111000,6
5436,56,M,58000,4
5437,36,M,30000,6
5438,26,O,36000,4
5439,56,F,69000,5
5440,66,M,48000,5
5442,82,F,101000,5
5443,57,F,98000,4
5444,69,M,48000,4
5445,20,M,33000,4
5446,48,F,90000,4
5447,60,M,85000,6
5448,39,M,60000,7
5449,31,M,70000,4
5450,46,M,31000,6
5451,76,F,82000,6
5452,62,F,88000,5
5453,55,F,71000,5
5454,39,F,50000,6
5455,49,F,43000,4
5456,57,M,60000,5
5457,18,M,47000,6
5458,21,F,70000,6
5459,37,M,42000,4
5460,64,F,87000,6
5461,60,F,93000,5
5462,83,F,89000,4
5464,62,F,104000,5
5465,22,M,43000,5
5466,46,M,56000,6
5467,58,M,38000,5
5468,40,M,70000,5
5469,49,M,54000,6
5470,78,M,74000,5
5472,35,M,48000,5
5473,69,M,92000,8
5474,23,M,74000,5
5476,18,F,53000,9
5477,44,M,47000,5
5478,54,M,57000,8
5479,62,M,55000,7
5480,42,F,53000,7
5481,97,F,52000,5
5482,63,M,33000,4
5483,32,M,53000,6
5484,71,M,47000,8
5485,30,F,66000,4
5486,39,M,71000,5
5487,65,F,66000,6
5488,75,M,86000,8
5489,44,F,100000,6
5490,50,M,51000,4
5491,21,M,43000,4
5492,72,M,56000,6
5493,64,F,36000,5
5494,47,F,55000,6
5495,71,F,85000,4
5496,26,F,41000,6
5497,36,F,35000,4
5498,60,F,118000,6
5499,49,F,53000,6
5500,38,M,50000,4
5501,45,M,43000,4
5502,47,M,70000,5
5503,45,M,68000,6
5504,55,M,91000,8
5505,50,F,66000,5
5507,24,M,70000,4
5511,51,F,119000,7
5512,49,F,58000,4
5513,60,F,78000,4
5514,53,F,87000,6
5515,81,F,94000,8
5516,57,M,98000,4
5517,46,M,58000,8
5518,32,M,61000,4
5519,37,M,99000,6
5520,51,F,86000,5
5521,58,M,67000,8
5522,51,M,65000,4
5523,34,M,32000,4
5524,67,M,84000,5
5525,83,M,71000,6
5526,22,F,64000,5
5527,55,M,57000,4
5528,44,M,43000,4
5529,23,M,38000,4
5530,57,M,69000,6
5531,45,M,43000,4
5533,76,M,85000,6
5534,61,F,105000,4
5535,54,F,77000,4
5536,47,M,62000,6
5537,25,F,72000,5
5538,58,M,54000,5
5539,50,F,63000,6
5540,36,F,46000,6
5541,55,F,71000,6
5542,37,M,56000,4
5543,53,M,87000,7
5544,68,M,33000,5
5545,34,M,52000,7
5547,71,F,98000,7
5548,68,M,44000,7
5549,20,M,66000,7
5550,43,O,78000,7
5551,61,M,81000,9
5552,36,F,64000,7
5553,72,F,118000,5
5554,22,F,37000,7
5555,59,F,93000,4
5556,66,M,45000,9
5557,49,M,68000,6
5558,24,M,56000,8
5559,59,M,57000,6
5560,81,M,79000,4
5561,19,M,56000,5
5562,46,F,81000,5
5563,30,M,40000,7
5564,62,F,78000,5
5565,71,M,86000,7
5566,37,F,56000,4
5567,33,F,47000,7
5568,37,M,49000,5
5569,60,F,82000,5
5570,52,M,92000,7
5572,32,O,37000,5
5573,92,M,60000,7
5574,56,M,58000,4
5575,57,F,74000,5
5576,43,M,38000,6
5577,58,M,96000,5
5581,53,M,65000,7
5583,38,M,58000,5
5585,22,M,46000,7
5586,20,F,35000,5
5587,72,M,117000,7
5588,80,M,75000,5
5589,33,M,32000,8
5590,30,F,47000,5
5591,42,M,95000,4
5592,53,F,71000,5
5594,63,M,86000,5
5595,68,M,87000,5
5596,30,M,62000,5
5597,62,F,86000,5
5598,29,F,33000,6
5599,49,F,111000,4
5600,55,M,76000,4
5601,76,F,103000,5
5602,22,M,42000,6
5603,90,O,63000,5
5604,39,F,80000,4
5605,34,M,53000,5
5606,50,M,41000,4
5607,60,F,44000,8
5608,63,M,54000,4
5610,32,M,57000,6
5611,42,M,59000,4
5612,25,F,54000,6
5613,20,M,31000,6
5614,70,F,92000,4
5615,59,F,67000,6
5616,58,M,61000,9
5617,38,M,54000,7
5618,56,F,96000,4
5619,32,F,37000,4
5620,58,F,30000,5
5621,22,M,60000,8
5622,66,M,70000,5
5623,62,M,56000,4
5624,64,M,71000,9
5625,63,F,95000,6
5626,71,F,80000,5
5627,66,M,82000,8
5628,51,F,87000,5
5630,65,M,90000,4
5631,54,M,42000,4
5632,35,F,54000,7
5633,42,M,51000,6
5634,21,M,34000,4
5635,65,F,70000,5
5636,65,F,60000,6
5637,50,M,53000,5
5638,55,M,59000,6
5639,57,M,58000,7
5642,68,F,76000,4
5643,65,M,91000,5
5645,44,F,34000,5
5646,69,M,72000,5
5647,54,F,70000,4
5648,39,M,40000,5
5649,22,F,54000,5
5650,82,F,59000,6
5651,76,M,59000,5
5653,20,M,45000,5
5654,58,M,90000,7
5655,48,F,70000,4
5656,37,M,32000,4
5657,60,F,37000,5
5658,32,M,50000,5
5659,65,M,43000,4
5660,58,F,92000,6
5661,36,F,70000,6
5662,65,M,73000,4
5663,37,M,34000,5
5664,49,F,100000,6
5665,54,M,73000,5
5666,56,M,52000,4
5669,78,M,52000,7
5670,51,M,68000,4
5672,54,M,48000,5
5673,48,M,60000,5
5674,53,F,102000,5
5675,67,M,59000,4
5676,50,M,37000,4
5677,59,F,35000,7
5678,66,F,52000,4
5679,62,M,48000,6
5680,50,M,31000,6
5681,56,F,51000,5
5682,76,M,77000,7
5683,37,F,40000,5
5684,69,F,64000,5
5685,41,M,98000,9
5687,64,M,34000,6
5688,66,M,77000,7
5689,65,M,46000,6
5690,72,M,74000,4
5691,58,F,77000,5
5692,59,F,98000,6
5693,64,M,84000,5
5694,51,M,42000,4
5695,25,M,30000,4
5696,75,F,89000,5
5697,78,F,80000,7
5698,89,M,57000,7
5700,80,F,74000,5
5701,63,M,78000,6
5702,43,M,39000,6
5703,49,F,54000,4
5704,60,F,92000,4
5705,74,O,65000,4
5706,54,F,99000,7
5707,46,F,33000,5
5708,74,F,35000,4
5709,37,M,45000,5
5710,80,M,48000,4
5711,69,F,62000,6
5712,19,M,37000,4
5713,39,M,91000,7
5714,53,M,55000,7
5715,45,F,75000,4
5716,40,M,35000,4
5717,45,M,52000,4
5718,58,F,85000,7
5719,50,F,95000,7
5720,79,F,76000,4
5721,64,F,106000,6
5722,42,M,54000,4
5723,46,F,58000,6
5724,76,M,64000,5
5726,83,F,115000,7
5727,67,M,88000,7
5728,47,F,34000,4
5729,64,F,72000,5
5731,64,M,76000,4
5732,51,M,104000,5
5733,20,F,49000,5
5734,21,F,50000,4
5735,47,M,46000,5
5736,53,M,98000,4
5737,19,F,65000,4
5738,58,F,58000,4
5739,51,F,82000,6
5740,79,M,105000,6
5742,57,F,73000,6
5743,39,M,59000,4
5744,20,M,72000,5
5745,29,M,38000,5
5746,42,M,36000,5
5747,77,M,92000,5
5748,51,M,38000,4
5749,32,M,34000,4
5750,43,F,57000,7
5752,46,F,43000,5
5754,49,M,74000,7
5755,72,M,52000,5
5756,60,M,77000,5
5757,74,M,101000,6
5760,37,M,53000,7
5761,36,M,46000,7
5762,32,M,61000,4
5764,59,O,84000,5
5765,41,M,75000,6
5768,66,M,38000,5
5769,50,F,69000,5
5772,51,F,73000,6
5773,70,F,108000,6
5774,32,M,69000,7
5775,55,M,39000,5
5777,76,M,76000,6
5778,23,M,32000,7
5779,71,F,96000,5
5780,63,F,80000,5
5781,44,M,47000,4
5782,24,F,60000,5
5783,72,M,52000,6
5784,59,F,97000,4
5786,58,M,54000,4
5787,34,M,57000,6
5788,57,M,49000,4
5789,61,F,77000,4
5790,44,M,71000,6
5791,61,F,78000,6
5792,67,M,39000,4
5794,22,M,33000,4
5795,45,F,61000,7
5796,50,M,52000,5
5797,94,F,86000,6
5799,31,O,37000,4
5800,40,M,44000,7
5801,64,M,90000,5
5802,55,M,36000,8
5803,37,M,75000,6
5804,30,M,65000,4
5805,50,F,114000,4
5806,50,M,51000,5
5809,61,F,91000,6
5810,40,F,75000,6
5811,52,F,46000,5
5812,73,M,60000,5
5813,54,M,52000,4
5814,61,M,71000,6
5815,90,M,72000,5
5816,66,F,105000,5
5817,66,F,55000,5
5819,77,M,72000,6
5821,34,M,48000,5
5822,52,M,80000,4
5823,36,M,46000,5
5824,52,M,72000,5
5825,56,M,38000,5
5827,22,M,30000,4
5828,61,M,114000,6
5829,74,F,85000,5
5830,59,F,87000,4
5831,80,M,76000,8
5832,47,M,51000,8
5833,43,M,80000,6
5834,51,M,73000,6
5837,67,F,60000,6
5838,66,M,71000,5
5839,69,M,66000,9
5840,46,F,66000,5
5841,28,M,44000,4
5842,80,F,85000,6
5843,62,F,41000,4
5844,69,M,75000,4
5845,49,F,36000,5
5846,48,M,64000,4
5847,60,O,57000,4
5849,24,F,43000,8
5850,48,M,45000,4
5851,56,M,107000,6
5852,58,F,73000,8
5853,74,M,78000,6
5854,60,F,81000,4
5855,60,M,75000,5
5856,43,M,86000,9
5857,48,M,71000,5
5858,53,F,92000,6
5859,77,F,75000,5
5860,30,M,31000,5
5861,83,M,49000,4
5862,56,F,49000,5
5863,83,M,112000,6
5864,52,M,41000,5
5865,23,M,37000,5
5866,70,F,73000,5
5867,33,F,59000,4
5868,23,M,32000,4
5869,26,M,55000,4
5870,46,M,33000,4
5872,61,M,97000,5
5873,52,F,65000,6
5874,68,M,80000,6
5875,56,M,73000,5
5877,73,M,55000,5
5878,91,M,64000,4
5879,40,M,71000,4
5880,61,M,34000,6
5881,36,M,53000,4
5882,56,M,97000,7
5883,58,F,81000,7
5884,23,M,35000,4
5885,66,F,94000,5
5887,44,M,67000,5
5888,74,F,91000,7
5890,43,M,94000,8
5891,82,F,65000,5
5892,50,M,86000,5
5893,57,M,57000,5
5894,70,F,46000,7
5895,76,F,71000,4
5896,69,F,70000,4
5897,50,M,71000,4
5898,55,M,84000,4
5899,60,M,92000,7
5900,38,F,57000,5
5901,56,M,37000,8
5903,68,F,81000,4
5904,58,F,59000,5
5905,94,M,84000,5
5906,40,M,51000,6
5907,18,M,38000,7
5908,87,M,58000,7
5910,50,M,51000,4
5911,57,F,53000,6
5912,69,M,63000,5
5913,49,F,93000,6
5914,20,F,66000,6
5915,84,M,48000,4
5916,34,F,73000,8
5917,67,F,102000,5
5919,62,F,104000,5
5920,41,M,74000,4
5922,70,F,78000,5
5923,73,M,51000,8
5924,36,F,36000,5
5925,52,M,68000,4
5926,60,F,52000,5
5927,46,M,82000,8
5928,45,M,51000,6
5929,44,M,51000,8
5930,54,F,61000,6
5933,51,M,76000,7
5934,80,M,73000,5
5935,86,F,68000,5
5937,26,M,73000,5
5938,61,M,65000,4
5940,45,M,72000,4
5941,23,M,41000,8
5942,63,M,70000,7
5943,21,M,34000,5
5944,26,M,50000,5
5945,57,F,78000,7
5946,28,M,45000,5
5947,62,M,94000,5
5949,64,M,53000,6
5950,51,F,110000,4
5951,49,M,92000,8
5952,69,M,48000,4
5953,19,F,60000,5
5954,38,O,37000,4
5955,53,M,83000,5
5956,42,M,43000,5
5957,71,M,56000,4
5958,53,F,61000,5
5960,21,M,46000,8
5961,28,F,65000,5
5962,27,F,53000,6
5963,42,F,74000,5
5964,51,M,67000,5
5965,63,M,72000,4
5966,82,F,82000,7
5967,21,F,54000,5
5968,44,M,45000,5
5969,61,M,62000,5
5970,39,M,31000,4
5971,50,F,34000,5
5972,22,F,47000,5
5973,84,O,51000,6
5974,34,M,74000,7
5975,74,F,84000,5
5976,25,M,31000,4
5977,70,M,82000,4
5978,73,M,47000,4
5979,53,M,37000,6
5980,56,M,73000,4
5981,56,F,89000,5
